line	section	status	keys	quote
1015	حادي وعشرون — 🧾 بطاقة فيصل الفرزية (HTCR · BNKK · MWC · S	partial	3	عدم ثبات فوق 3.15 بيرجع يختبر الدعوم
1018	حادي وعشرون — 🧾 بطاقة فيصل الفرزية (HTCR · BNKK · MWC · S	covered	2	أقل من 2 مليون
1023	حادي وعشرون — 🧾 بطاقة فيصل الفرزية (HTCR · BNKK · MWC · S	covered	3	÷2 على المستوى السائد
1023	حادي وعشرون — 🧾 بطاقة فيصل الفرزية (HTCR · BNKK · MWC · S	covered	3	هبوط 4.70 · مستهدف هبوط 2.35
1025	حادي وعشرون — 🧾 بطاقة فيصل الفرزية (HTCR · BNKK · MWC · S	covered	2	مستهدف هبوط −50%
1027	حادي وعشرون — 🧾 بطاقة فيصل الفرزية (HTCR · BNKK · MWC · S	covered	2	المستوى السائد
1031	حادي وعشرون — 🧾 بطاقة فيصل الفرزية (HTCR · BNKK · MWC · S	partial	2	من أصعب الأسهم تحليلا يستخدم عليه عدة نماذج
1033	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	2	نماذج الهبوط الإيجابية
1041	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	3	سهم هابط بعد صعود عالي: مراقبة **5 جلسات**
1043	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	2	**السنتات خارج الشرح أعلاه**
1050	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	1	أعلى شمعة أول افتتاح
1050	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	1	قمة ما بعد التقسيم
1054	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	3	**المتعارف عليه من 7٪ ل 13٪**
1055	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	3	سحب سيولة قبل يصعد **5٪** تقريبًا
1056	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	3	متوقع 2.50 **مع مسح يصل 2**
1057	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	1	المتعارف عليه
1060	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	2	**أي سهم تدخل سيولة قبل يصعد فيه المضارب يهبط فيه المضارب**
1062	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	1	ما يطول أسبوع
1064	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	partial	2	يهمنا بأسهم التقسيم **دولة السهم + سلوكه سابقًا**
1066	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	3	فريم 4 ساعات **متماسك عند أدنى قاع**
1067	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	3	**الشورت كان صفر · نسبة الاقتراض 25٪**
1075	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	2	الدخول مع المضارب — **انتظار الثبات**
1079	ثاني وعشرون — 🥇 «نماذج الهبوط الإيجابية» + دفعة 2026-07-2	covered	1	**دولة السهم تحدد فيها كم يصعد نسبة**
1084	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	partial	2	الدورة المصغَّرة
1088	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	partial	2	الدورة المصغَّرة
1097	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	2	سهم ارتكاز حقق 100%
1098	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	6	هبط اختبر دعوم 15 دقيقه + 30 عند 2.80 صعد في الليلي الى 3.50
1101	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	partial	2	كسره ب 5 سنت مايضر
1105	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	2	استراتيجية تداول
1109	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	3	ابو 1200 سوا خصم الان 700 · شكله متابع جيد
1111	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	1	هل يخصّ الارتكاز؟
1112	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	2	**سهم ارتكاز حقق 100%**
1122	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	partial	2	كسره ب 5 سنت مايضر
1136	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	2	الدخول بالطلبات لا من العرض
1137	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	1	ما لم تدخل قروبات
1140	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	covered	2	قبل الأهداف: الدخول الآمن
1151	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	no_match	0	معلّق حتى $X
1152	ثالث وعشرون — 🔄 «الدورة المصغَّرة» (DXST) + همر MNDR + خط	partial	2	مافيه دخول لين يختبر ويثبت
1167	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	1	قناة تعليمية
1173	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	no_match	2	افضل مدرسه الكلاسيكيه تعتمد ع دعم مقاومه · نضيف عليها نماذج الاسهم **فقط نموذجين في البدايه: سهم هابط من اعلى · سهم مقسم**
1173	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	5	متوسطات الحركه تبين لك توجه السهم · احسب بالايام من وين هابط · 20 يوم او 30 او 50
1173	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	4	التشبع البيعي يمثله rsi **من 23 ل 27**
1173	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	3	اذا ماشده المضارب جميع 100٪
1173	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	5	‏30٪ مقاومه يدقر عندها تقرر تبيع اولا · **ربع ساعه ماكسر اعلى شمعه وصلها** · 50٪ مقاومه ثانيه ينزل يتخبر مقاومه 30٪ وهكذا
1174	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	2	كل الاسهم الصينيه طلعت حتى السيرا **باقي ذا** حطب بالسهم قرشين ونسهن
1175	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	13	‏4.31 شمعه تحت 2.30 · **رجع يختبر 2.30 ولا كسرها وثبت فوق 2.40 — هنا قرار الدخول** · تاريخ 21/7 شمعة الهبوط · اليوم 27 اكبر من 8 يعني **حقق 
1177	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	4	شمعة قروب الشكوى لله 😄 **يربح 5 يخسر 50** · هذي نماذج القروبات عرفت كيف تخسر الان
1178	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	6	الان عندك سهم واضح ملعوب في شموعه طبق عليه متوسطات الحركه · **صعد قبل متوسطات الحركه = رزق لم يكتب · الاصل علمي ماصعد** تستمر مراقبه ع متوسط
1178	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	2	عندك سهمين نماذج هابطه راقبها عشان تتعلم
1179	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	3	مازال للهبوط بقية ممكن 2 ربما
1180	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	5	الظاهر معنا بالقروب همل قروبات من هبوط 10٪ لصعود 4٪ يعني ربح 15٪
1180	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	3	تداول ليلي الساعه 4 الفجر بنصلي — مضارب راقد العالم راقده
1184	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	no_match	1	صعد قبل المتوسطات = رزق لم يكتب
1185	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	2	20 اكبر من 30 يوم
1186	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	2	حقق متوسط 30
1187	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	2	رجع يختبر القاع **ولا كسرها وثبت فوق**
1188	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	2	ضربها مرتين ولا كسرها
1190	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	partial	2	‏30 الف على عدد اسهمه لاشي
1192	§ثالث وعشرون — دفعة القناة التعليمية 2026-08-27 (‏8 صور ·	covered	2	يربح 5 يخسر 50
1200	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	no_match	0	‏Moha…وKHALID وA.Alghamdi
1201	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	1	قناة تعليمية
1208	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	7	‏البعض ارسلي قروب مدخلهم امس ع 2.40 · كم مره ذكرنا **انتظار ضغط البري** · الان مهم يستمر تداول السهم فوق 1.70 لو كسرها مهم يرجع فوقها · **2.
1209	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	5	وغير مرشح ابدا لذلك · **الدعم الاسبوعي واليَومي يتفقان على 1.70** بمعنى فشل السهم تحت الرقم هذا مباشره · **دعوم الموجات نفس الشموع 1.68** · 
1210	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	3	‏Rsi **لابد يستمر فوق 50 عشان يكمل صعوده**
1210	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	1	‏Rsi مرتفع 🤔
1212	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	4	‏صدر خبر · صعد اختبر مقاومه **هبط فيه المضارب مباشره** · هل مازال مرتبط بالتكوين لم ابحث · هبط لقاع 2.08 · **الشورت ارتفع** · اذا كسر الرقم 
1213	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	3	‏$BTOG **200%** · الرمز الجديد $SGRX
1214	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	3	‏قس ع ذلك كل الاسهم · **الان شهر 9 متعارف الاسهم تضرب قيعان**
1214	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	3	‏ymt rsi 22 وشورت اقل من ٢٠الف
1215	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	6	‏يهمك تحليل السهم ع **فريم 4 ساعات كذلك 30 دقيقه** · الشموع واضحه والارقام واضحه · **دايما ارسم المقاومه باللاين الاسود** · هذا كان سهم متاب
1216	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	no_match	2	‏اعتقد الشركه مصريه · **يطبق ماذكر ادناه**
1217	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	no_match	2	**يطبق ماذكر ادناه**
1219	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	9	‏**كسرة خط فيواب تكون هدف غالبا تجاوزها نعطيه فرصه** · صعود المضارب لـ100٪ تكون **بشمعه مدتها لاتتجاوز 5 دقايق** · جني الربح مفعل مسبقا غالب
1220	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	4	‏**راس الشمعه الساقطه ذيلها** · اذا الهدف ذيل تجاوزه برخم تعطيه **جسم الشمعه الساقطه 4.30** · تحرر من الجسم يعطي نسبه اقل من راس الشمعه السا
1221	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	3	‏سلوكه جدا مقارب zcmd … **هذي حصلت بـzcmd قبل يوصل 700٪ بجلسه الافتر**
1221	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	3	‏**Jz · Ezra · Icu — كلها لقطوها قروبات ع 20٪ وهبطت علينا ودخلنا من جديد**
1222	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	3	‏ايوه وعنده **قاع قبل** · اذا نقوا طبق القاعده هبط [؟] وصعد [؟] 25٪ · ايوه ورجع يختبر الدعم · الاثنين قرار الدخول: **هل يختبر شمعته السابقه 
1223	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	3	‏شموع المضارب · احترام للدعوم والمقاومات · تحقيق اهداف الشموع الساقطه · الفرق واضح بينها وبين شموع ١٠ سنت
1224	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	3	‏**شورته 65 الف شبه عالي** · ضرب قاع جديد بعد الهبوط · **هل يحافظ ع قاعه اولا** · ماعندي تداول ولا راح افتح صفقه فقط نراقب · **مهم البحث عن 
1230	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	2	المناطق الصفرا لو تجاوزها تعطيه اهداف
1232	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	no_match	0	‏معلّق حتى $X
1239	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	2	الدعم الأسبوعيّ واليوميّ يتفقان
1265	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	2	الرأس = الذيل
1272	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	3	‏Rsi **لابد يستمر فوق 50 عشان يكمل صعوده**
1277	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	no_match	0	هل ما زال عند قاعه؟
1278	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	1	هل يواصل صعودَه؟
1279	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	2	حدِّد نظامَ القاعدة قبل تنفيذها
1289	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	3	‏**الان شهر 9 متعارف الاسهم تضرب قيعان**
1295	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	2	الطلبات بعد القاع
1296	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	2	انتظار ضغط قبل الصعود
1297	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	2	ارسم المقاومه باللاين الاسود
1298	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	4	فريم 4 ساعات كذلك 30 دقيقه
1299	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	covered	1	شورت اقل من ٢٠الف
1300	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	no_match	1	هل يحافظ ع قاعه اولا
1301	§رابع وعشرون — دفعة 2026-09-05 (‏20 صورة · `X_20260905_*`	partial	2	اخبار سلبيه او تصدير اسهم
1325	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	**جميعها من فيصل بدون اي استثناء**
1334	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	partial	2	**هذا دعمه** · **الازرق فجوة لازم يغطيها**
1335	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	partial	5	**‏1.7 دعم** · **الابيض مقاومة** · **النهج الصحيح** يختبر المقاومة **ويرجع يختبر دعم** — **مب شرط نفسه يمكن فوقه ب شوي** · **‏1.8 > 1.9 اشوف
1336	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	**غطا فجوته الان المفروض يطلع** · الابيض مقاومات · **الخط الثاني يتحرر منها بيعطي شي**
1337	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	3	**اختبار دعم · رجع اختبر مقاومة · ثبات ٥ جلسات · دخول** — **ذا نهج علمي**
1347	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	النهجُ الصحيح
1352	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	no_match	0	كُنس قاعٌ ثم **تكوَّن قاعٌ جديد فحفظ**
1354	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	1	يرجع يختبر دعم يمكن فوقه بشوي
1356	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	partial	4	‏1.8 > 1.9 اشوفه تجميع
1363	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	partial	2	غطا فجوته الان المفروض يطلع
1363	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	الخط الثاني يتحرر منها بيعطي شي
1365	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	1	المفروض يطلع
1367	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	partial	2	الخطُّ الثاني يتحرّر منها بيعطي شي
1369	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	no_match	0	تحرّر فيصل = **أقربُ** حاجز
1372	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	ثبات ٥ جلسات
1378	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	حافظ ع قاعه لمدة 3 جلسات
1380	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	1	رقمُ `HOLD3` يبقى
1383	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	ثبات 5 على 4س
1383	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	ثبات 3 على اليوميّ
1386	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	يوميّ ولا 4 ساعات؟
1395	§خامس وعشرون — دفعة 2026-09-05-ب (‏5 صور · `TG_20260905_0	covered	2	ثبات ٥ جلسات
1399	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	2	دليل طريقة فيصل لفلترة الأسهم وقراءة سلوك المضارب
1412	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	1	الخبر محفّز لا دخول
1412	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	2	المضارب يحضّر السهم قبل الخبر
1414	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	2	بطاقة فيصل الفرزية
1414	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	1	🟢 جاهز / 👀 متابعة
1415	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	no_match	0	متى يكون جاهزًا؟
1424	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	3	دقّة الخطأ لا تتجاوز 2% للدخول الآمن
1425	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	4	نسبة الخطأ الأسبوعية: خسارة 15% مقابل نجاح 100%
1425	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	partial	2	الأسهم تؤخذ بالصبر
1426	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	3	قراءة الشموع على جميع الفريمات أقربها 4 ساعات
1426	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	1	شورت · عدد أسهم · آخر تقسيم
1427	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	partial	2	هكذا تفرز الاسهم قبل صعودها
1428	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	3	ثبات فوق خط العنق أكثر من ربع ساعة على فريم 30 دقيقة
1429	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	2	كل موجة 30-40%
1430	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	1	إنذار ضغط لا أمر شراء
1430	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	1	40 = فات جزء
1431	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	1	فلترُ تأكيد لا دخول
1440	§سادس وعشرون — 📘 «دليل طريقة فيصل لفلترة الأسهم وقراءة سل	covered	1	40 = فات جزء
1451	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	مراقب استراتيجية فيصل
1462	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	متبقّي شمعتين فوليوم للهبوط — تحت المتابعة فقط
1462	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	شمعتا فوليوم
1463	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	ذيلُ شمعة التقسيم السابقة هدف
1463	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	3	‏5.50 يجيبها اليوم / الباقي ممكن يكمل بالافتر
1465	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	7	الأهداف فوق 100٪ / **7 مؤكّدة** والله أعلم 250٪ / **13-15 شموع ساقطة** لا يجزم فيها
1465	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	ما وصل rsi27؟
1465	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	مقاومات لاين أسود
1467	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	الشراء عند القاع المزدوج
1468	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	السهم الصاعد بالافتر
1468	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	لو شفت شمعةً ساقطة مباشرةً **تنتظر الدعم الثاني**
1468	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	4	غالبًا بعد الشمعة الساقطة اختبارُ مقاومةٍ من ‏25% لـ15%
1468	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	طلبات ‏1.90 ⟶ 2
1468	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	ما شالك الاختراق 2.30
1469	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	راح يمشي ع **موجات إليوت**
1469	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	الضغطُ لا بدّ منه
1469	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	خطُّ العنق بعد الضغط = تحرّر
1469	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	الدخولُ بين خطّ العنق والقاع المزدوج غيرُ آمن
1470	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	قاعدةٌ ثابتة لجميع الأسهم
1470	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	قاعٌ ⟶ صعودٌ ⟶ اختبارُ مقاومة ⟶ هبوطٌ ⟶ اختبارُ دعم
1470	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	2	مدخلي بالمناطق **الضبابيّة الأولى**
1470	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	يخالفها فقط قروبات
1470	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	0	شورت لا زال صفر
1471	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	مراقب استراتيجية فيصل
1471	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	قريب من الجاهزية
1471	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	5 ملايين أو أقلّ
1471	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	مراقبة مبكرة
1471	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	4	الارتداد خارج النطاق المثالي 10-40%
1471	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	اليومي يحدّد الدورة و4H يؤكّد التوقيت؛ لا يلزم تطابقُ كلّ المؤشّرات
1472	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	تبي الأمان **فوق متوسّط**
1472	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	تبي تدخل مع المضارب إذا حقّق كلَّ الشروط تحطّ طلبك تحت المتوسّطات ‏10%
1472	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	الفرق ‏20% — لو هبط ففي مرونة بوقف الخسارة · لو فوق المتوسّط وهبط لسحب السيولة هنا مشكلة ما تدري تعدّل أو تطلع ويرتدّ
1473	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	قائمة ⟶ فرز ⟶ تحقيقُ متوسّطاتٍ شورت الخ ⟶ فرز 2 ⟶ ضغطُ السهم ⟶ جاهزية
1473	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	3	قائمتي · تحت الجاهزية · جاهز 100٪ · الأسهم المملوكة
1474	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	8	حقّق ‏2.98 المقاومة الأولى · هبط لاختبار الدعم · **أعطى من 2.10 لـ2.90 · ‏2.10+40% = 2.94**
1474	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	5	لا يوجد قروبات · لا يوجد شورت · **تمّ الضغط اليوم ✅** · دخول ‏1.80 ⟶ 1.90 · الآن 1.95 طلب
